OBJECTID,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
4543,Marshall Wind 6 LLC,USA0056828,2.100000000000000,44.330800000000004,-95.829700000000003,Wind,,,,2008.000000000000000,Marshall Wind,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.068,8.329,7.644,6.933,6.205,
4544,Marshall Wind Farm,USA0059084,73.799999999999997,39.701099999999997,-96.360799999999998,Wind,,,,2016.000000000000000,BHE Renewables  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,195.067,306.609,13.092677620000000
4545,Marshalltown,USA0001068,189.000000000000000,42.047400000000003,-92.859399999999994,Gas,Oil,,,1978.000000000000000,Interstate Power and Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22814,2017,18.277,9.729,2.157,3.095,17.911,
4546,Marshalltown Generating Station,USA0058236,705.899999999999977,42.043300000000002,-92.872799999999998,Gas,,,,2017.000000000000000,Interstate Power and Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1307.628,4973.396700000000237
4547,Marshfield 6,USA0003739,5.000000000000000,44.360599999999998,-72.335599999999999,Hydro,,,,1927.000000000000000,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21410,2017,10.789,5.427,4.876,7.37,11.248,
4548,Marshfield PV,USA0058410,3.000000000000000,42.111699999999999,-70.709400000000002,Solar,,,,2014.000000000000000,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.045,4.95,5.369,5.558,5.212,
4549,Marshfield Utilities Gas Plant,USA0056480,60.399999999999999,44.634700000000002,-90.134399999999999,Gas,Oil,,,2011.000000000000000,City of Marshfield - (WI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61557,2017,0,0,0.539,4.59,1.527,
4550,Marshville Farm,USA0058335,5.000000000000000,34.988900000000001,-80.383600000000001,Solar,,,,2013.000000000000000,Marshville Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67839,2017,1.147,8.878,8.479,8.867,8.459,
4551,Martin,USA0006043,4317.500000000000000,27.053599999999999,-80.562799999999996,Gas,Oil,Solar,Other,1991.143463000000111,Florida Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20268,2017,11951.05801,10667.94702,13013.15108,10884.52092,10885.51493,
4552,Martin Creek Farm LLC,USA0059124,3.000000000000000,36.286400000000000,-78.386099999999999,Solar,,,,2014.000000000000000,Martin Creek Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,4.595,5.565,5.61,5.609,
4553,Martin Dam,USA0000016,210.599999999999994,32.680399999999999,-85.911400000000000,Hydro,,,,1934.122507000000041,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12593,2017,412.885,348.048,289.985,304.289,318.416,
4554,Martin Drake,USA0000492,207.000000000000000,38.824399999999997,-104.833299999999994,Coal,Gas,,,1971.826086999999916,City of Colorado Springs - (CO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17060,2017,1488.988,0,0,0,1141.965032,
4555,Martin Lake,USA0006146,2379.599999999999909,32.260599999999997,-94.570599999999999,Coal,Oil,,,1978.000000000000000,Luminant Generation Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34473,2017,15252.98437,13601.31402,9975.514956,11241.24601,12594.66394,
4556,Martin Limestone Solar Array,USA0058443,1.000000000000000,40.107799999999997,-76.061700000000002,Solar,,,,2013.000000000000000,Sunstream Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.553,1.533,1.451,1.601,1.526,
4557,Martin Solar Center,USA0061458,5.000000000000000,37.880499999999998,-78.049199999999999,Solar,,,,2018.000000000000000,Martin Solar Center  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.277,2.229638340000000
4558,Martinez Refining,USA0054912,100.000000000000000,38.016900000000000,-122.111699999999999,Gas,,,,1995.599999999999909,Martinez Refining Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29401,2017,810.5,705.908,830.604,826.188998,785.590001,
4559,Martinez Sulfuric Acid Regeneration Plt,USA0052063,4.000000000000000,38.031399999999998,-122.113900000000001,Cogeneration,Gas,,,1978.000000000000000,Eco Services Corp.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.034,0.81,0,0,10.61,
4560,Martins Creek Solar NC  LLC,USA0057461,1.000000000000000,35.020400000000002,-84.015699999999995,Solar,,,,2011.000000000000000,Martins Creek Solar NC  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63411,2017,1.307,1.364,1.282,1.398,1.239,
4561,Martinsville,USA0003826,1.300000000000000,36.664099999999998,-79.883600000000001,Hydro,,,,1932.000000000000000,City of Martinsville - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25698,2017,2.308,2.004,2.491,3.217,1.294,
4562,Martinsville LFG Generator,USA0057893,1.100000000000000,36.717199999999998,-79.845299999999995,Waste,Gas,,,2012.000000000000000,City of Martinsville - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.449,4.928,4.317,7.713,5.677,
4563,Maryland Solar,USA0058408,27.000000000000000,39.563099999999999,-77.720299999999995,Solar,,,,2013.000000000000000,First Solar Asset Management,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63607,2017,10.394,36.084,36.536,37.943,35.735,
4564,Marys Lake,USA0000517,8.100000000000000,40.344099999999997,-105.534300000000002,Hydro,,,,1951.000000000000000,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35653,2017,27.759,35.205,18.996,36.793,31.145,
4565,Mascoma Hydro,USA0054471,1.500000000000000,43.633400000000002,-72.317200000000000,Hydro,,,,1989.000000000000000,Mascoma Hydro Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.858,4.019,3.403,2.901,1.93,
4566,Mashpee Landfill Solar,USA0059980,1.500000000000000,41.630000000000003,-70.477900000000005,Solar,,,,2014.000000000000000,Scatter Solar - Mashpee Landfill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,3.51,0.668891502000000
4567,Mass Inst Tech Cntrl Utilities/Cogen Plt,USA0054907,21.199999999999999,42.360999999999997,-71.093900000000005,Gas,Oil,,,1995.000000000000000,Massachusetts Inst of Tech,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,128.951345,131.154376,113.460662,105.485001,62.27116,
4568,Mass Midstate Solar 1,USA0058279,5.000000000000000,42.219700000000003,-71.878299999999996,Solar,,,,2014.000000000000000,First Wind O&M  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,4.534,7.446,7.633,6.269,
4569,Mass Midstate Solar 2,USA0058276,5.000000000000000,42.170400000000001,-72.200100000000006,Solar,,,,2014.000000000000000,First Wind O&M  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,4.438,7.177,7.373,6.95,
4570,Mass Midstate Solar 3,USA0058275,4.000000000000000,42.219700000000003,-71.878600000000006,Solar,,,,2014.000000000000000,First Wind O&M  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,3.737,6.274,6.363,5.97,
4571,Massena Energy Facility,USA0054592,104.099999999999994,44.950299999999999,-74.892799999999994,Gas,Oil,Other,,1992.000000000000000,Power City Partners LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32757,2017,0,0,0,0,4.976,
4572,Masser Farms Realty Solar,USA0057494,1.000000000000000,40.640599999999999,-76.605400000000003,Solar,,,,2011.000000000000000,Masser Farms Realty Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66314,2017,1.353,1.336,1.161,1.233,1.239,
4573,Masspower,USA0010726,260.899999999999977,42.157499999999999,-72.522499999999994,Gas,Oil,,,1993.000000000000000,Masspower,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20789,2017,0,0,0,0,625.242,
4574,Matrix Buildings A&B (Perth Amboy) Solar,USA0057384,2.500000000000000,40.534399999999998,-74.269999999999996,Solar,,,,2011.000000000000000,Public Service Elec & Gas Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63502,2017,3.572,3.476,3.544,3.567,3.245,
4575,Matrix Stults Road Solar Facility,USA0057588,2.600000000000000,40.362200000000001,-74.479699999999994,Solar,,,,2011.000000000000000,Public Service Elec & Gas Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.705,3.608,3.633,3.829,3.567,
4576,Maxim,USA0059802,1.100000000000000,37.405700000000003,-121.949399999999997,Gas,,,,2014.000000000000000,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,3.854,9.368,8.128,7.948,
4577,Maxton Solar  LLC,USA0060416,4.900000000000000,34.714700000000001,-79.314599999999999,Solar,,,,2016.000000000000000,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66658,2017,,,,2.018,10.337,2.185045573000000
4578,Mayberry Solar LLC,USA0057321,1.200000000000000,36.476700000000001,-80.601100000000002,Solar,,,,2011.000000000000000,Mayberry Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64940,2017,1.564,1.605,1.572,1.479,1.484,
4579,Mayfield,USA0003917,162.000000000000000,46.503500000000003,-122.588499999999996,Hydro,,,,1968.000000000000000,City of Tacoma - (WA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34121,2017,714.522,821.794,621.103,784.801,870.878,
4580,Maynard PV,USA0058412,1.000000000000000,42.428300000000000,-71.435599999999994,Solar,,,,2014.000000000000000,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.485,1.53,1.547,1.424,
4581,Mayo,USA0006250,763.200000000000045,36.527799999999999,-78.891700000000000,Coal,,,,1983.000000000000000,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15617,2017,2638.807956,2584.492979,2902.48396,2009.521995,1425.527019,
4582,Maywood Photovoltaic Project,USA0058770,8.000000000000000,39.743899999999996,-86.218100000000007,Solar,,,,2014.000000000000000,Hanwha Q CELLS USA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,9.401,10.923,13.30857,11.61468,
4583,McAdoo Wind Energy LLC,USA0056773,150.000000000000000,33.752200000000002,-100.967399999999998,Wind,,,,2008.000000000000000,Invenergy Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58150,2017,579.059,595.862,532.74,598.35,571.781,
4584,McCallum Farm,USA0058350,5.000000000000000,34.543900000000001,-79.299999999999997,Solar,,,,2013.000000000000000,McCallum Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67845,2017,2.299,9.239,9.1,9.279,9.501,
4585,McCartney,USA0007903,117.799999999999997,37.248399999999997,-93.170800000000000,Gas,,,,2002.000000000000000,City Utilities of Springfield - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46164,2017,36.805,52.56,39.4,62.418,70.542,
4586,McClain Energy Facility,USA0055457,551.299999999999955,35.297699999999999,-97.589799999999997,Gas,,,,2001.000000000000000,Oklahoma Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46484,2017,3308.587,2469.139,3927.152,3611.265,3713.104,
4587,McClellan (AR),USA0000203,136.000000000000000,33.564799999999998,-92.791700000000006,Gas,Oil,,,1972.000000000000000,Arkansas Electric Coop Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13514,2017,215.757996,117.552003,88.953,61.314,68.235,
4588,McClellan (CA),USA0000535,77.000000000000000,38.652700000000003,-121.393299999999996,Gas,,,,1986.000000000000000,Sacramento Municipal Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31873,2017,3.251,3.722,10.84,5.26,8.862,
4589,McClure,USA0000151,142.400000000000006,37.629399999999997,-120.931399999999996,Oil,Gas,,,1980.500000000000000,Modesto Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25315,2017,3.046,3.4,3.617,2.853,4.277,
4590,McClure Dam,USA0007116,8.000000000000000,46.571700000000000,-87.476399999999998,Hydro,,,,1988.000000000000000,Upper Peninsula Power Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35501,2017,33.021,44.065,36.24,35.819,48.492,
4591,McCook,USA0002271,56.700000000000003,40.221400000000003,-100.650800000000004,Oil,,,,1973.000000000000000,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27291,2017,0.342,0.713,0.437,0.603,0.291,
4592,McCormick & Co. Inc. at Belcamp,USA0057646,1.400000000000000,39.483600000000003,-76.229200000000006,Solar,,,,2011.000000000000000,Constellation Solar Maryland  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61600,2017,2.316,2.332,2.239,2.414,2.365,
4593,McCoy Solar Energy Project,USA0058462,270.600000000000023,33.694699999999997,-114.739699999999999,Solar,,,,2015.633037999999942,McCoy Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64428,2017,,,74.591,694.378,745.186,120.668026999999995
4594,McDonald Solar Farm  LLC,USA0060238,5.200000000000000,39.594600000000000,-87.474000000000004,Solar,,,,2016.000000000000000,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.002,9.492,9.126,2.318823873000000
4595,McFadden Ridge,USA0057039,28.500000000000000,41.724400000000003,-105.990600000000001,Wind,,,,2009.000000000000000,PacifiCorp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58766,2017,103.727,98.411,78.271,95.925,84.559,
4596,McGinness Hills,USA0057446,100.000000000000000,39.591099999999997,-116.911900000000003,Geothermal,,,,2013.440000000000055,Ormat Nevada Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57173,2017,327.09,325.495,666.96,759.204,765.239,
4597,McGoogan Farm  LLC,USA0060779,5.000000000000000,34.888700000000000,-79.062700000000007,Solar,,,,2015.000000000000000,McGoogan Farm  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,9.9,10.278,2.229638340000000
4598,McGrath Peaker,USA0056471,49.799999999999997,34.205599999999997,-119.246899999999997,Gas,,,,2012.000000000000000,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65214,2017,23.874,26.692,41.581,31.297,45.188,
4599,McGraw Hill Solar,USA0057662,12.000000000000000,40.279699999999998,-74.556399999999996,Solar,,,,2012.000000000000000,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63694,2017,18.658,17.694,18.106,17.961,17.154,
4600,McGregor,USA0001163,2.000000000000000,43.023699999999998,-91.174899999999994,Oil,,,,1966.250000000000000,City of McGregor- (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25870,2017,0.013,0.007,0.009,0.01,0.013,
4601,McGuire,USA0006038,2440.599999999999909,35.433100000000003,-80.948599999999999,Nuclear,,,,1982.500000000000000,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18730,2017,18897.606,17586.205,19536.002,19884.289,18795.536,
4602,McHenry Battery Storage,USA0060656,19.800000000000001,42.331400000000002,-88.274400000000000,Storage,,,,2016.000000000000000,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,149.06,-2.759,
4603,McIntosh,USA0006124,988.000000000000000,32.356299999999997,-81.168300000000002,Gas,Coal,Oil,,1991.508704000000080,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,68.118,308.732001,0,0,62.801,
4604,McIntosh (AL),USA0007063,676.000000000000000,31.254600000000000,-88.029899999999998,Gas,Oil,,,2003.399407999999994,PowerSouth Energy Cooperative,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12566,2017,0,123.543997,270.055,308.871,138.327002,
4605,McIntosh Combined Cycle Facility,USA0056150,1376.599999999999909,32.347799999999999,-81.181700000000006,Gas,Oil,,,2005.000000000000000,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7919.984946,0,0,0,8930.973906,
4606,McKay Bay Facility,USA0050875,22.100000000000001,27.949500000000000,-82.421199999999999,Waste,,,,1985.000000000000000,Wheelabrator Environmental Systems,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,149.389,140.853,141.185,140.833,143.772,
4607,McKee City Solar Phase 2,USA0057863,2.400000000000000,39.421900000000001,-74.639200000000002,Solar,,,,2012.000000000000000,Marina Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62524,2017,3.484,3.306,3.346,4.329,4.197,
4608,McKee Run,USA0000599,113.599999999999994,39.176200000000001,-75.546599999999998,Gas,Oil,,,1975.000000000000000,NAES Corporation - (DE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18754,2017,14.262,33.479,11.557,33.481,9.079,
4609,McKenzie Farm,USA0058853,5.000000000000000,34.323900000000002,-78.691900000000004,Solar,,,,2014.000000000000000,McKenzie Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,9.911,9.808,8.287,9.932,
4610,McKinley Paper Co. - Washington Mill,USA0058352,20.000000000000000,48.134700000000002,-123.465599999999995,Waste,Oil,,,2013.000000000000000,McKinley Paper Co. - Washington Mill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.801,7.627,88.287,58.989,28.591,
4611,McKinley Wind Park,USA0057853,14.400000000000000,43.871899999999997,-83.241399999999999,Wind,,,,2013.000000000000000,DTE Electric Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,51.837,48.264,51.738,51.509,52.29,
4612,McKittrick Cogen,USA0052076,12.000000000000000,35.316099999999999,-119.659700000000001,Gas,,,,2012.000000000000000,Chevron USA Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18359,2017,47.769,83.411,80.558,83.181,76.692,
4613,McKittrick Limited,USA0050612,46.000000000000000,35.319499999999998,-119.662000000000006,Gas,,,,1991.000000000000000,WCAC Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18359,2017,144.058,137.679,62.611,7.248,22.591,
4614,McLeansboro,USA0000948,9.199999999999999,38.094700000000003,-88.541300000000007,Oil,,,,1986.478260999999975,City of McLeansboro - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25886,2017,0.136,0.017,0.008,0.022,0.016,
4615,McManus,USA0000715,500.600000000000023,31.213600000000000,-81.546199999999999,Oil,,,,1972.636036999999988,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20988,2017,-2.372,7.004,1.073,5.848,10.584,
4616,McMeekin,USA0003287,293.600000000000023,34.055599999999998,-81.217200000000005,Gas,Oil,,,1958.500000000000000,South Carolina Electric&Gas Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32981,2017,741.681999,1377.732955,939.694996,910.074001,345.141004,
4617,McMinnville,USA0055928,24.000000000000000,35.704999999999998,-85.743899999999996,Oil,Other,,,2001.333333000000039,McMinnville Electric System,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58694,2017,0.111,0.744,0.164,0.143,0.268,
4618,McNary,USA0003084,990.500000000000000,45.940199999999997,-119.298800000000000,Hydro,,,,1955.162544000000025,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35579,2017,5270.314,5364.541,5150.3,5627.633,5709.423,
4619,McNary Dam Fish Attraction Project,USA0007511,10.000000000000000,45.939999999999998,-119.299099999999996,Hydro,,,,1997.000000000000000,Northern Wasco County PUD,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28324,2017,76.632,76.702,69.742,0,34.294,
4620,McPhee,USA0007372,1.200000000000000,37.575200000000002,-108.573999999999998,Hydro,,,,1993.000000000000000,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35654,2017,0.35,3.56,4.855,5.055,5.47,
4621,McPherson 2,USA0001305,214.800000000000011,38.363399999999999,-97.683400000000006,Gas,Oil,,,1975.983240000000023,City of McPherson - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25905,2017,0.803,8.16,14.914,7.379,5.063,
4622,McPherson 3,USA0007515,115.599999999999994,38.389299999999999,-97.611099999999993,Gas,Oil,,,1998.000000000000000,City of McPherson - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47265,2017,0.706,7.471,7.356,0,3.098,
4623,McSwain,USA0000410,9.000000000000000,37.522100000000002,-120.310100000000006,Hydro,,,,1967.000000000000000,Merced Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26021,2017,20.229,11.144,0.925,20.145,55.762,
4624,McWilliams,USA0000533,654.000000000000000,31.400300000000001,-86.476399999999998,Gas,Oil,,,1998.460244999999986,PowerSouth Energy Cooperative,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12567,2017,3164.082056,3193.339013,4001.221036,3816.605944,4030.157035,
4625,Mcindoes,USA0006483,10.400000000000000,44.260300000000001,-72.059200000000004,Hydro,,,,1931.000000000000000,Great River Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,47.147,41.056,43.073,44.241,35.421,
4626,Mead Coated Board,USA0054802,112.500000000000000,32.176099999999998,-85.027199999999993,Biomass,Waste,Oil,Gas,1984.951111000000083,Mead Coated Board Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,776.682,813.31976,787.452008,777.256005,783.519,
4627,Mead Rumford Cogen,USA0010491,12.500000000000000,44.546500000000002,-70.544300000000007,Gas,Oil,,,1954.000000000000000,Catalyst Paper Operations  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14730,2017,0,0,0,0,0,
4628,Meade,USA0001306,8.199999999999999,37.285200000000003,-100.332400000000007,Gas,Oil,,,1964.012195000000020,City of Meade - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25928,2017,0.017,,0.041,0.074,0.142,57.772847349999999
4629,Meadow Creek Project Company,USA0058106,119.700000000000003,43.524400000000000,-111.803899999999999,Wind,,,,2013.000000000000000,Ridgeline Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66445,2017,306.618,374.436,296.999,277.61,348.514,
4630,Meadow Lake Solar Energy Center,USA0059618,9.100000000000000,34.810000000000002,-106.519999999999996,Solar,,,,2015.000000000000000,PNM Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,21.121,24.628,24.794,4.057941779000000
4631,Meadow Lake Wind Farm II LLC,USA0057112,99.000000000000000,40.643099999999997,-87.024199999999993,Wind,,,,2010.000000000000000,Meadow Lake Wind Farm II LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59270,2017,180.188,161.358,222.262,248.764,252.547,
4632,Meadow Lake Wind Farm III LLC,USA0057115,103.500000000000000,40.598599999999998,-87.019400000000005,Wind,,,,2010.000000000000000,Meadow Lake Wind Farm III LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59270,2017,183.092,170.177,238.493,266.678,246.972,
4633,Meadow Lake Wind Farm IV,USA0057177,98.700000000000003,40.677799999999998,-87.032799999999995,Wind,,,,2010.000000000000000,Meadow Lake Wind Farm IV LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59270,2017,143.785,134.214,188.468,206.549,193.258,
4634,Meadow Lake Wind Farm LLC,USA0057109,199.699999999999989,40.627499999999998,-86.935000000000002,Wind,,,,2009.000000000000000,Meadow Lake Wind Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59270,2017,477.611,495.416,512.009,467.962,445.549,
4635,Meadow Lake Wind Farm V LLC,USA0057628,100.000000000000000,40.716099999999997,-87.021100000000004,Wind,,,,2017.000000000000000,Meadow Lake Wind Farm V LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,134.859,17.740755589999999
4636,Meadow Ridge,USA0058459,1.600000000000000,41.390000000000001,-94.445800000000006,Wind,,,,2012.000000000000000,Meadow Ridge Wind Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65482,2017,6.178,6.134,6.072,6.149,5.808,
